"	amplitude_id","	user_id","	carrier","	city","	country","	device","	device_type","	dma","	ip_address","	language","	library","	os","	paying","	platform","	region","	start_version","	version","	gp:ApiTapi Sync","	gp:[Apphud] autorenew-Untitled","	gp:[Apphud] paying","	gp:[Apphud] payments_count","	gp:[Apphud] status-Untitled","	gp:[Apphud] total_spent","	gp:[AppsFlyer] adgroup name","	gp:[AppsFlyer] campaign","	gp:[AppsFlyer] creative name","	gp:[AppsFlyer] installed at","	gp:[AppsFlyer] media source","	gp:[AppsFlyer] network name","	gp:[AppsFlyer] search term","	gp:launchScreenVariations","	gp:paywallPosition","	gp:paywallVariations","	gp:pushNotificationsGranted","	gp:push_access","	gp:sex"
"	163083636236","	04D992D3-F401-49EA-B8BF-8B27817C3227","	T-Mobile","	Phoenix","	United States","	Apple iPhone","	Apple iPhone 8","	Phoenix, AZ","	172.58.17.84","	English","	apphud","	ios 13.5","	true","	iOS","	Arizona","	2.10","	2.10","	True","	False","	True","	1","	expired","	72.99","	Test Age, US, Male, 25+, purchase","	N/A","	test7","	2020-06-01 00:01:31.930","	Organic","	organic","	","	","	old","	0","	True","	granted","	male"
"	163084065331","	38960423-964D-49D4-B2CD-1E98631DC1F4","	giffgaff","	Ilford","	United Kingdom","	Apple iPhone","	iPhone XR","	","	78.149.228.19","	English","	http/1.0","	ios 13.4.1","	","	iOS","	Redbridge","	2.10","	2.10","	True","	False","	False","	0","	none","	0.0","	Test Geo_2, WW, Male, 18+, purchase","	N/A","	test7","	2020-06-01 00:04:45.668","	Organic","	organic","	","	","	old","	3","	True","	granted","	male"
"	163084242537","	8048BFC6-694A-471C-9542-EFBA9FF31F29","	AT&T","	Waterford","	United States","	Apple iPhone","	Apple iPhone 8 Plus","	Detroit, MI","	98.209.141.157","	English","	http/1.0","	ios 13.4.1","	","	iOS","	Michigan","	2.10","	2.10","	True","	False","	False","	0","	none","	0.0","	","	None","	","	2020-06-01 00:06:01.761","	AppStoreSweetLP","	AppStoreSweetLP","	","	","	old","	5","	False","	","	male"
"	163085194334","	59895E82-1B72-4EE0-B1A8-8D604143C30C","	T-Mobile","	Van Nuys","	United States","	Apple iPhone","	iPhone XR","	Los Angeles, CA","	172.58.29.91","	English","	amplitude-ios/4.8.2","	ios 13.3.1","	","	iOS","	California","	2.10","	2.10","	True","	","	","	","	","	","	","	","	","	","	","	","	","	","	old","	5","	True","	granted","	"
"	163085211556","	AC6C8AF5-E63A-4D07-AC32-25A69DC51890","	Mobile TeleSystems","	Moscow","	Russia","	Apple iPhone","	Apple iPhone 6","	","	80.251.112.202","	Russian","	amplitude-ios/4.8.2","	ios 12.4.6","	","	iOS","	Moscow","	2.10","	2.10","	True","	","	","	","	","	","	","	","	","	","	","	","	","	","	old","	1","	False","	","	"
"	163086205781","	DCBCE129-3080-4A85-9116-035F9A9B243C","	VIVA","	Kuwait City","	Kuwait","	Apple iPhone","	Apple iPhone 6","	","	94.128.67.10","	Arabic","	amplitude-ios/4.8.2","	ios 11.4.1","	","	iOS","	Al Asimah","	2.10","	2.10","	True","	False","	False","	0","	none","	0.0","	","	N/A","	","	2020-06-01 00:20:08.447","	Organic","	organic","	","	","	old","	0","	True","	granted","	male"
"	163086281180","	F90F8824-E1AB-413E-9160-127270189CEE","	Sprint","	Mansfield","	United States","	Apple iPhone","	iPhone XR","	Cleveland-Akron (Canton), OH","	24.210.209.136","	English","	amplitude-ios/4.8.2","	ios 13.4.1","	","	iOS","	Ohio","	2.10","	2.10","	True","	False","	False","	0","	none","	0.0","	App Install, United States, Female, 18+","	N/A","	15-04-20-1","	2020-06-01 00:21:20.652","	Organic","	organic","	","	","	old","	1","	False","	","	"
"	163086480415","	16432112-324B-495E-8A70-74533DE905DF","	Jazz","	Lahore","	Pakistan","	Apple iPhone","	Apple iPhone 6s","	","	119.153.144.202","	English","	http/1.0","	ios 13.3.1","	","	iOS","	Punjab","	2.10","	2.10","	True","	False","	False","	0","	none","	0.0","	Test Geo_2, WW, Male, 18+, purchase","	N/A","	test7","	2020-06-01 00:22:48.474","	Organic","	organic","	","	","	old","	2","	True","	granted","	male"
"	163086751700","	2789C2D6-9ACF-41D5-902F-44F8EF7F7CBD","	Vodacom","	Cape Town","	South Africa","	Apple iPhone","	iPhone 11 Pro Max","	","	41.13.250.159","	English","	http/1.0","	ios 13.4.1","	","	iOS","	Western Cape","	2.10","	2.10","	True","	False","	False","	0","	none","	0.0","	Test Geo_2, WW, Male, 18+, purchase","	N/A","	test7","	2020-06-01 00:24:51.595","	Organic","	organic","	","	","	old","	3","	True","	granted","	male"
"	163086848645","	B3C85627-2304-4CCD-AF09-37952BD8F036","	MTN","	Accra","	Ghana","	Apple iPhone","	Apple iPhone 7 Plus","	","	154.160.11.145","	English","	amplitude-ios/4.8.2","	ios 13.5.1","	","	iOS","	Greater Accra Region","	2.10","	2.10","	True","	False","	False","	0","	none","	0.0","	","	N/A","	","	2020-06-01 00:26:04.030","	Organic","	organic","	","	","	old","	0","	False","	","	male"
"	163087152188","	CC2142EF-AA30-4387-85B9-D500FDD02B0C","	vodafone UK","	Hayes","	United Kingdom","	Apple iPhone","	Apple iPhone 6","	","	82.7.182.187","	English","	http/1.0","	ios 12.4.6","	","	iOS","	Hillingdon","	2.10","	2.10","	True","	False","	False","	0","	none","	0.0","	","	None","	","	2020-06-01 00:27:56.634","	AppStoreSweetLP","	AppStoreSweetLP","	","	","	old","	1","	False","	","	male"
"	163087282129","	EA587691-FD13-4C16-AB05-609BF555CFF5","	AT&T","	Torrance","	United States","	Apple iPhone","	Apple iPhone 7","	Los Angeles, CA","	76.94.224.219","	English","	http/1.0","	ios 13.3.1","	","	iOS","	California","	2.10","	2.10","	True","	False","	False","	0","	none","	0.0","	Test INT, US, Male, 18+, install","	N/A","	test7","	2020-06-01 00:28:58.516","	Organic","	organic","	","	","	old","	0","	False","	","	male"
"	163087616214","	5CD11260-0E40-4505-82A5-7FB7102821D4","	Verizon","	Evans","	United States","	Apple iPhone","	iPhone 11","	Augusta, GA","	24.23.85.10","	English","	http/1.0","	ios 13.4.1","	","	iOS","	Georgia","	2.10","	2.10","	True","	False","	False","	0","	none","	0.0","	Test Age, US, Male, 18-24, purchase","	N/A","	test7","	2020-06-01 00:31:27.823","	Organic","	organic","	","	","	old","	1","	True","	granted","	male"
"	163087715926","	9B813FF8-3605-4C08-9A8E-981795D76534","	AT&T","	Quantico","	United States","	Apple iPhone","	iPhone 11","	Washington, DC (Hagerstown, MD)","	165.117.228.133","	English","	http/1.0","	ios 13.4.1","	","	iOS","	Virginia","	2.10","	2.10","	True","	False","	False","	0","	none","	0.0","	Test INT, US, Male, 18+, purchase","	N/A","	test7","	2020-06-01 00:32:33.270","	Organic","	organic","	","	","	old","	2","	True","	granted","	male"
"	163088274793","	ADC22EA0-4D80-4DE7-B3B8-4D34BED63EAF","	Telenor PK","	Lahore","	Pakistan","	Apple iPhone","	Apple iPhone 5s","	","	103.255.4.58","	English","	http/1.0","	ios 12.4.6","	","	iOS","	Punjab","	2.10","	2.10","	True","	False","	False","	0","	none","	0.0","	Test Geo_2, WW, Male, 18+, purchase","	N/A","	test7","	2020-06-01 00:35:57.239","	Organic","	organic","	","	","	old","	0","	True","	granted","	male"
"	163088332477","	9FF0F5AD-2085-4EB6-B720-CCD1DE9FDC0E","	Sprint","	Oconomowoc","	United States","	Apple iPhone","	Apple iPhone 8","	Milwaukee, WI","	174.102.135.151","	English","	http/1.0","	ios 13.5","	","	iOS","	Wisconsin","	2.10","	2.10","	True","	False","	False","	0","	none","	0.0","	Test Age, US, Male, 25+, purchase","	N/A","	test7","	2020-06-01 00:36:28.309","	Organic","	organic","	","	","	old","	0","	False","	","	"
"	163088357226","	CB43B447-E81D-4470-B2CD-59F68F258E97","	Boost","	Mission","	United States","	Apple iPhone","	Apple iPhone 8 Plus","	Harlingen-Weslaco-McAllen, TX","	70.124.229.140","	English","	http/1.0","	ios 13.4.1","	","	iOS","	Texas","	2.10","	2.10","	True","	False","	False","	0","	none","	0.0","	","	None","	","	2020-06-01 00:36:39.557","	AppStoreSweetLP","	AppStoreSweetLP","	","	","	old","	1","	False","	","	"
"	163088877981","	F6580BB5-C505-4F36-B1B0-4FB1301898A5","	MegaFon","	Nizhniy Novgorod","	Russia","	Apple iPhone","	iPhone XR","	","	83.149.44.12","	Russian","	amplitude-ios/4.8.2","	ios 13.5","	","	iOS","	Nizhny Novgorod Oblast","	2.10","	2.10","	True","	False","	False","	0","	none","	0.0","	","	N/A","	","	2020-06-01 00:40:41.939","	Organic","	organic","	","	","	old","	1","	True","	granted","	male"
"	163088920942","	E987FFB2-9664-4C0D-B491-0D3D5D4B291A","	T-Mobile","	Allen","	United States","	Apple iPhone","	Apple iPhone XS","	Dallas-Ft. Worth, TX","	70.122.211.37","	English","	http/1.0","	ios 13.3","	","	iOS","	Texas","	2.10","	2.10","	True","	False","	False","	0","	none","	0.0","	","	None","	","	2020-06-01 00:41:01.825","	AppStoreSweetLP","	AppStoreSweetLP","	","	","	old","	2","	False","	","	male"
"	163088928542","	FB383927-3163-4194-B448-E1175EC449C5","	Verizon","	Williamsburg","	United States","	Apple iPhone","	Apple iPhone 6","	Norfolk-Portsmouth-Newport News,VA","	70.160.113.167","	English","	http/1.0","	ios 12.4.5","	","	iOS","	Virginia","	2.10","	2.10","	True","	False","	False","	0","	none","	0.0","	Test Age, US, Male, 18-24, purchase","	N/A","	test7","	2020-06-01 00:41:04.136","	Organic","	organic","	","	","	old","	3","	True","	granted","	male"
"	163089213126","	0860F54C-54DB-4CC7-ADAE-9B7670B7A5B9","	AT&T","	Clinton","	United States","	Apple iPhone","	iPhone 11 Pro Max","	Knoxville, TN","	99.93.23.62","	English","	apphud","	ios 13.4.1","	true","	iOS","	Tennessee","	2.10","	2.10","	True","	False","	True","	1","	expired","	41.99","	Test INT, US, Male, 18+, purchase","	N/A","	test7","	2020-06-01 00:43:15.805","	Organic","	organic","	","	","	old","	1","	True","	granted","	male"
"	163089380826","	48F42E3E-AE37-4582-9CBF-03B08D6FBD9A","	Rogers","	Sherwood Park","	Canada","	Apple iPhone","	iPhone 11 Pro Max","	","	50.65.132.244","	English","	http/1.0","	ios 13.4.1","	","	iOS","	Alberta","	2.10","	2.10","	True","	False","	False","	0","	none","	0.0","	Test Geo,WW, Male, 18+, purchase","	N/A","	test_15_04_2","	2020-06-01 00:44:35.674","	Organic","	organic","	","	","	old","	0","	False","	","	male"
"	163090257216","	F09FE7E0-647D-484C-9470-79B20754BE86","	O2","	Stockport","	United Kingdom","	Apple iPhone","	Apple iPhone X","	","	80.194.62.154","	English","	apphud","	ios 13.6.1","	true","	iOS","	Stockport","	2.10","	2.12","	True","	False","	True","	1","	expired","	20.28","	","	None","	","	2020-06-01 00:51:12.390","	AppStoreSweetLP","	AppStoreSweetLP","	","	","	old","	0","	True","	granted","	male"
"	163090560543","	AFE08095-53D5-4747-981C-0215AB622AC4","	AT&T","	San Diego","	United States","	Apple iPhone","	iPhone XR","	San Diego, CA","	76.167.217.50","	English","	amplitude-ios/4.8.2","	ios 13.4.1","	","	iOS","	California","	2.10","	2.10","	True","	False","	False","	0","	none","	0.0","	Test INT, US, Male, 18+, purchase","	N/A","	test7","	2020-06-01 00:51:27.433","	Organic","	organic","	","	","	old","	3","	True","	granted","	male"
"	163090573911","	46E0AC4C-D718-4451-9019-2B2B6C78E522","	vodafone UK","	Birmingham","	United Kingdom","	Apple iPhone","	Apple iPhone 7 Plus","	","	82.18.110.4","	English","	http/1.0","	ios 13.3.1","	","	iOS","	Birmingham","	2.10","	2.10","	True","	False","	False","	0","	none","	0.0","	","	None","	","	2020-06-01 00:53:37.201","	AppStoreSweetLP","	AppStoreSweetLP","	","	","	old","	2","	False","	","	male"
"	163091128399","	B89956BC-70F3-467C-9775-CDA456FBF41E","	C Spire","	Carriere","	United States","	Apple iPhone","	Apple iPhone 8","	New Orleans, LA","	107.195.138.109","	English","	http/1.0","	ios 13.4.1","	","	iOS","	Mississippi","	2.10","	2.10","	True","	False","	False","	0","	none","	0.0","	Test INT, US, Male, 18+, install","	N/A","	test7","	2020-06-01 00:57:56.715","	Organic","	organic","	","	","	old","	0","	True","	granted","	male"
"	163091138248","	C23D58C1-E91C-47A5-A3C8-85668EDA530A","	movistar","	Cuenca","	Ecuador","	Apple iPhone","	iPhone 11","	","	191.100.44.73","	Spanish","	http/1.0","	ios 13.4.1","	","	iOS","	Provincia del Azuay","	2.10","	2.10","	True","	False","	False","	0","	none","	0.0","	","	N/A","	","	2020-06-01 00:57:56.285","	Organic","	organic","	","	","	old","	1","	False","	","	"
"	163091291139","	FC2C1788-7852-4F13-80DC-90AA7C3AC693","	AT&T","	Arlington","	United States","	Apple iPhone","	Apple iPhone 6s","	Dallas-Ft. Worth, TX","	107.77.201.235","	English","	amplitude-ios/4.8.2","	ios 13.4.1","	","	iOS","	Texas","	2.10","	2.10","	True","	False","	False","	0","	none","	0.0","	App Install, United States, Female, 18+","	N/A","	14-04-20-9","	2020-06-01 00:59:22.665","	Organic","	organic","	","	","	old","	1","	False","	denied","	female"
"	163091647485","	1B802E02-73A0-4833-93EF-2B57205F4CF1","	Jazz","	Karachi","	Pakistan","	Apple iPhone","	iPhone 11 Pro Max","	","	175.107.212.171","	English","	http/1.0","	ios 13.4.1","	","	iOS","	Sindh","	2.10","	2.10","	True","	False","	False","	0","	none","	0.0","	Test Geo,WW, Male, 18+, purchase","	N/A","	test_15_04_2","	2020-06-01 01:01:36.315","	Organic","	organic","	","	","	old","	2","	True","	granted","	male"
"	163091779175","	F42F6850-1422-4040-AEDC-165EC4B3836C","	Verizon","	Johnston","	United States","	Apple iPhone","	Apple iPhone 7 Plus","	Providence, RI-New Bedford, MA","	68.228.158.77","	English","	amplitude-ios/4.8.2","	ios 13.5","	","	iOS","	Rhode Island","	2.10","	2.10","	True","	False","	False","	0","	none","	0.0","	Test Age, US, Male, 18-24, purchase","	N/A","	test7","	2020-06-01 01:02:35.653","	Organic","	organic","	","	","	old","	3","	False","	","	male"
"	163092144325","	4E739E35-EC2C-4906-92C3-6ECA00DF7DD2","	Carrier","	","	Germany","	Apple iPhone","	Apple iPhone XS","	","	213.163.125.248","	English","	http/1.0","	ios 13.4.1","	","	iOS","	","	2.10","	2.10","	True","	False","	False","	0","	none","	0.0","	Test Geo,WW, Male, 18+, purchase","	N/A","	test_15_04_2","	2020-06-01 01:05:17.143","	Organic","	organic","	","	","	old","	0","	True","	granted","	male"
"	163092572320","	B7DF2B30-2472-4F27-B456-18231142C3F8","	Jazz","	Lahore","	Pakistan","	Apple iPhone","	Apple iPhone 7 Plus","	","	39.46.12.135","	English","	http/1.0","	ios 13.4.1","	","	iOS","	Punjab","	2.10","	2.10","	True","	False","	False","	0","	none","	0.0","	Test Geo_2, WW, Male, 18+, purchase","	N/A","	test7","	2020-06-01 01:08:36.721","	Organic","	organic","	","	","	old","	5","	False","	","	male"
"	163093065704","	9C3A464F-B07A-42A5-80A6-5148C778D079","	Verizon","	Claridge","	United States","	Apple iPhone","	iPhone 11","	Pittsburgh, PA","	174.229.136.229","	English","	http/1.0","	ios 13.0","	","	iOS","	Pennsylvania","	2.10","	2.10","	True","	False","	False","	0","	none","	0.0","	D2_App Install, United States, Male, 18+","	N/A","	test3","	2020-06-01 01:12:25.582","	Organic","	organic","	","	","	old","	1","	True","	granted","	male"
"	163093219290","	D5D29F13-DA02-479F-BC8D-AEABFC414AA0","	voda AU","	Sydney","	Australia","	Apple iPhone","	Apple iPhone 7 Plus","	","	120.18.86.201","	English","	http/1.0","	ios 13.3","	","	iOS","	New South Wales","	2.10","	2.10","	True","	False","	False","	0","	none","	0.0","	","	N/A","	","	2020-06-01 01:13:37.948","	Organic","	organic","	","	","	old","	0","	False","	","	male"
"	163093329550","	76FCDD58-633A-4A0D-A0AE-4CF5DE0083E1","	AT&T","	Chicago","	United States","	Apple iPhone","	Apple iPhone X","	Chicago, IL","	107.77.208.202","	English","	http/1.0","	ios 13.4.1","	","	iOS","	Illinois","	2.10","	2.10","	True","	False","	False","	0","	none","	0.0","	Test INT_2, US, Male, 18+, purchase","	N/A","	test7","	2020-06-01 01:14:27.499","	Organic","	organic","	","	","	old","	2","	True","	granted","	male"
"	163093894801","	F3C26490-C5F5-4621-8911-0DA83D072836","	AT&T","	Fort Worth","	United States","	Apple iPhone","	Apple iPhone XS","	Dallas-Ft. Worth, TX","	107.77.198.123","	English","	amplitude-ios/4.8.2","	ios 13.4.1","	","	iOS","	Texas","	2.10","	2.10","	True","	False","	False","	0","	none","	0.0","	","	None","	","	2020-06-01 01:18:46.764","	AppStoreSweetLP","	AppStoreSweetLP","	","	","	old","	0","	True","	granted","	male"
"	163094605072","	FDDDFC7E-C394-47C3-8967-F0E6F0890016","	MegaFon","	Ekaterinburg","	Russia","	Apple iPhone","	Apple iPhone 8","	","	83.149.37.155","	Russian","	http/1.0","	ios 13.5","	","	iOS","	Sverdlovskaya Oblast'","	2.10","	2.10","	True","	False","	False","	0","	none","	0.0","	","	N/A","	","	2020-06-01 01:24:06.244","	Organic","	organic","	","	","	old","	1","	True","	granted","	male"
"	163095018736","	62A06385-F1DD-4285-9D65-C91F381F3BD6","	中国移动","	Guangzhou","	China","	Apple iPhone","	Apple iPhone 7","	","	113.111.39.167","	English","	amplitude-ios/4.8.2","	ios 11.3.1","	","	iOS","	Guangdong","	2.10","	2.10","	True","	False","	False","	0","	none","	0.0","	Test INT, US, Male, 18+, install","	N/A","	test7","	2020-06-01 01:27:26.214","	Organic","	organic","	","	","	old","	0","	","	","	"
"	163095264058","	FE787761-7732-43A1-8A91-C13041690BC3","	Unknown","	Langley","	Canada","	Apple iPod","	Apple iPod Touch 6G","	","	154.20.250.198","	English","	http/1.0","	ios 12.4.7","	","	iOS","	British Columbia","	2.10","	2.10","	True","	False","	False","	0","	none","	0.0","	","	None","	","	2020-06-01 01:29:23.396","	AppStoreSweetLP","	AppStoreSweetLP","	","	","	old","	1","	True","	granted","	male"
"	163095310628","	AF07B5FA-6F13-4E09-9D2D-110B00295EF2","	T-Mobile","	Fremont","	United States","	Apple iPhone","	Apple iPhone 7 Plus","	San Francisco-Oakland-San Jose, CA","	69.222.188.217","	English","	http/1.0","	ios 13.4.1","	","	iOS","	California","	2.10","	2.10","	True","	False","	False","	0","	none","	0.0","	Test Age, US, Male, 18-24, purchase","	N/A","	test7","	2020-06-01 01:29:48.112","	Organic","	organic","	","	","	old","	2","	False","	","	male"
"	163095461011","	103BD139-7D8F-4E10-813D-6223F42544D3","	Boost","	Loganville","	United States","	Apple iPhone","	Apple iPhone 7","	Atlanta, GA","	71.56.116.203","	English","	amplitude-ios/4.8.2","	ios 13.5","	","	iOS","	Georgia","	2.10","	2.10","	True","	False","	False","	0","	none","	0.0","	Test Age_2, US, Male, 25+, purchase","	N/A","	test7","	2020-06-01 01:30:52.356","	Organic","	organic","	","	","	old","	0","	True","	granted","	male"
"	163095583822","	0EC5FFF3-C65F-482A-B963-6C26380064DD","	Bell","	Spruce Grove","	Canada","	Apple iPhone","	iPhone XR","	","	162.254.41.100","	English","	http/1.0","	ios 13.4.1","	","	iOS","	Alberta","	2.10","	2.10","	True","	False","	False","	0","	none","	0.0","	","	None","	","	2020-06-01 01:31:44.742","	AppStoreSweetLP","	AppStoreSweetLP","	","	","	old","	5","	True","	granted","	"
"	163095611550","	9463988D-4EBE-49FE-A5D2-C3D6C1731D8A","	AT&T","	Lexington","	United States","	Apple iPhone","	iPhone XR","	Lexington, KY","	65.185.106.213","	English","	apphud","	ios 13.4.1","	true","	iOS","	Kentucky","	2.10","	2.10","	True","	False","	True","	1","	regular","	92.99","	Test Age, US, Male, 18-24, purchase","	N/A","	test7","	2020-06-01 01:31:52.024","	Organic","	organic","	","	","	old","	1","	True","	granted","	male"
"	163095683577","	2E5EA607-3936-40E3-9FF7-81C185BD9D17","	Public Mobile","	Stony Plain","	Canada","	Apple iPhone","	Apple iPhone 6s","	","	68.149.177.235","	English","	http/1.0","	ios 13.4.1","	","	iOS","	Alberta","	2.10","	2.10","	True","	False","	False","	0","	none","	0.0","	","	None","	","	2020-06-01 01:32:23.240","	AppStoreSweetLP","	AppStoreSweetLP","	","	","	old","	0","	True","	granted","	male"
"	163095975339","	D718126D-5806-4EAA-82E0-633F1F88AB61","	TFW","	Greenville","	United States","	Apple iPhone","	Apple iPhone X","	Greenville-Spartanburg, SC","	107.77.249.23","	English","	http/1.0","	ios 13.4.1","	","	iOS","	South Carolina","	2.10","	2.10","	True","	False","	False","	0","	none","	0.0","	D2_App Install, United States, Male, 18+","	N/A","	test3","	2020-06-01 01:34:29.415","	Organic","	organic","	","	","	old","	1","	False","	","	male"
"	163096330081","	63D3EF99-6C93-490E-9485-FBE7B87ED35D","	Verizon","	Arlington","	United States","	Apple iPhone","	Apple iPhone 6s","	Washington, DC (Hagerstown, MD)","	71.191.195.57","	English","	http/1.0","	ios 13.4.1","	","	iOS","	Virginia","	2.10","	2.10","	True","	False","	False","	0","	none","	0.0","	Test INT, US, Male, 18+, install","	N/A","	test7","	2020-06-01 01:37:11.163","	Organic","	organic","	","	","	old","	3","	True","	granted","	male"
"	163096534920","	3B159ECF-8B20-4CA3-A223-CF635035E326","	U.S. Cellular","	Pella","	United States","	Apple iPhone","	Apple iPhone 7 Plus","	Des Moines-Ames, IA","	173.191.185.196","	English","	http/1.0","	ios 13.4.1","	","	iOS","	Iowa","	2.10","	2.10","	True","	False","	False","	0","	none","	0.0","	D2_App Install, United States, Male, 18+","	N/A","	test3","	2020-06-01 01:38:47.993","	Organic","	organic","	","	","	old","	0","	True","	granted","	male"
"	163096614473","	9A8CCF0C-5943-4B7C-B486-AF046427081E","	AT&T","	Sykesville","	United States","	Apple iPhone","	iPhone 11","	Baltimore, MD","	73.134.92.13","	English","	http/1.0","	ios 13.4.1","	","	iOS","	Maryland","	2.10","	2.10","	True","	False","	False","	0","	none","	0.0","	Test INT, US, Male, 18+, purchase","	N/A","	test7","	2020-06-01 01:39:24.073","	Organic","	organic","	","	","	old","	5","	False","	","	male"
"	163096846205","	A591841A-01D2-4DA0-8B66-6BBD523947E4","	AT&T","	","	United States","	Apple iPhone","	Apple iPhone XS","	","	107.77.195.54","	English","	http/1.0","	ios 13.4.1","	","	iOS","	Michigan","	2.10","	2.10","	True","	False","	False","	0","	none","	0.0","	D2_App Install, United States, Male, 18+","	N/A","	test3","	2020-06-01 01:41:14.898","	Organic","	organic","	","	","	old","	0","	True","	granted","	male"
"	163096857062","	5B7A2F7D-ED78-4B45-B609-75FC0AD4CCA4","	Verizon","	San Clemente","	United States","	Apple iPhone","	Apple iPhone 6s","	Los Angeles, CA","	70.181.98.43","	English","	http/1.0","	ios 13.4.1","	","	iOS","	California","	2.10","	2.10","	True","	False","	False","	0","	none","	0.0","	","	None","	","	2020-06-01 01:41:16.641","	AppStoreSweetLP","	AppStoreSweetLP","	","	","	old","	1","	True","	granted","	male"
"	163096881462","	C1869917-D3FA-4E3F-9085-B7A738065B98","	AT&T","	","	United States","	Apple iPhone","	Apple iPhone 7","	","	166.216.159.94","	English","	http/1.0","	ios 13.3.1","	","	iOS","	Michigan","	2.10","	2.10","	True","	False","	False","	0","	none","	0.0","	Test INT, US, Male, 18+, install","	N/A","	test7","	2020-06-01 01:40:58.401","	Organic","	organic","	","	","	old","	2","	True","	granted","	male"
"	163096932594","	8B82CB7E-4583-420F-969D-2BBCC709844D","	AT&T","	Greenwood","	United States","	Apple iPhone","	Apple iPhone XS Max","	Indianapolis, IN","	99.8.204.119","	English","	http/1.0","	ios 13.4.1","	","	iOS","	Indiana","	2.10","	2.10","	True","	False","	False","	0","	none","	0.0","	Test Age, US, Male, 25+, purchase","	N/A","	test7","	2020-06-01 01:41:49.703","	Organic","	organic","	","	","	old","	3","	True","	granted","	male"
"	163097758255","	1E7EBBC2-B7C6-4756-A69D-AF8CC0F472BD","	Verizon","	Raleigh","	United States","	Apple iPhone","	iPhone 11 Pro","	Raleigh-Durham (Fayetteville), NC","	107.13.117.105","	English","	http/1.0","	ios 13.4.1","	","	iOS","	North Carolina","	2.10","	2.10","	True","	False","	False","	0","	none","	0.0","	Test Age, US, Male, 18-24, purchase","	N/A","	test7","	2020-06-01 01:48:00.504","	Organic","	organic","	","	","	old","	5","	True","	granted","	male"
"	163098879670","	F28C7233-5535-4617-8522-F600B7DE5500","	Spark NZ","	Hamilton","	New Zealand","	Apple iPhone","	Apple iPhone 8 Plus","	","	122.57.151.211","	English","	http/1.0","	ios 13.5","	","	iOS","	Waikato","	2.10","	2.10","	True","	False","	False","	0","	none","	0.0","	Test Geo_2, WW, Male, 18+, purchase","	N/A","	test7","	2020-06-01 01:56:26.711","	Organic","	organic","	","	","	old","	0","	False","	","	"
"	163099105071","	7872D1B8-5368-446C-A12D-DFDEBF2962EC","	AT&T","	Brentwood","	United States","	Apple iPhone","	Apple iPhone 7","	San Francisco-Oakland-San Jose, CA","	107.77.214.40","	English","	http/1.0","	ios 12.2","	","	iOS","	California","	2.10","	2.10","	True","	False","	False","	0","	none","	0.0","	Test Age, US, Male, 18-24, purchase","	N/A","	test7","	2020-06-01 01:57:58.522","	Organic","	organic","	","	","	old","	0","	False","	","	male"
"	163099446674","	02BC3B07-46B9-4DF5-B374-440200AFCF34","	Rogers","	Sainte-Adele","	Canada","	Apple iPhone","	Apple iPhone 8 Plus","	","	24.226.151.197","	English","	http/1.0","	ios 13.4.1","	","	iOS","	Quebec","	2.10","	2.10","	True","	False","	False","	0","	none","	0.0","	Test Geo,WW, Male, 18+, purchase","	N/A","	test7","	2020-06-01 02:00:33.318","	Organic","	organic","	","	","	old","	1","	True","	granted","	"
"	163099500709","	265FD292-8607-4140-ADE6-57F882E2DFEB","	Carrier","	Aktobe","	Kazakhstan","	Apple iPhone","	Apple iPhone 7","	","	90.143.7.248","	Russian","	http/1.0","	ios 13.3.1","	","	iOS","	Aktyubinskaya Oblast'","	2.10","	2.10","	True","	False","	False","	0","	none","	0.0","	","	N/A","	","	2020-06-01 02:00:58.263","	Organic","	organic","	","	","	old","	2","	False","	","	male"
"	163100169497","	F1008ECC-A60B-4A84-A510-7397CE326EA0","	U.S. Cellular","	Durant","	United States","	Apple iPhone","	Apple iPhone 8 Plus","	Sherman, TX-Ada, OK","	24.112.8.94","	English","	http/1.0","	ios 13.4.1","	","	iOS","	Oklahoma","	2.10","	2.10","	True","	False","	False","	0","	none","	0.0","	Test INT_2, US, Male, 18+, purchase","	N/A","	test7","	2020-06-01 02:06:04.549","	Organic","	organic","	","	","	old","	3","	True","	granted","	male"
"	163100266363","	BFB42129-129F-4EF6-8746-D8CDCA72BA23","	Jazz","	Islamabad","	Pakistan","	Apple iPhone","	Apple iPhone 6","	","	119.160.64.67","	English","	amplitude-ios/4.8.2","	ios 12.4.6","	","	iOS","	Islamabad","	2.10","	2.10","	True","	False","	False","	0","	none","	0.0","	Test Geo,WW, Male, 18+, purchase","	N/A","	test_15_04_2","	2020-06-01 02:06:45.683","	Organic","	organic","	","	","	old","	5","	True","	granted","	male"
"	163100304826","	08E19254-049A-4887-8BC9-BCDC1129BC15","	Rogers","	Montreal","	Canada","	Apple iPhone","	Apple iPhone XS Max","	","	72.143.214.238","	English","	http/1.0","	ios 13.3","	","	iOS","	Quebec","	2.10","	2.10","	True","	False","	False","	0","	none","	0.0","	","	None","	","	2020-06-01 02:07:07.673","	AppStoreSweetLP","	AppStoreSweetLP","	","	","	old","	1","	False","	","	male"
